,sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter
688,VBS81462,TZ_MOR_16,Joel Odero,Tanzania,Sululu,2021,-1,-7.984,36.818,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Morogoro,TZ-16,Kilombero,funestus,TZ-16_fune_2021,TZ-16_fune_2021,TZ-16_fune_2021,TZ-16_Kilombero_fune_2021,TZ-16_Kilombero_fune_2021,TZ-16_Kilombero_fune_2021
689,VBS81463,TZ_MOR_18,Joel Odero,Tanzania,Sululu,2021,-1,-7.984,36.818,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Morogoro,TZ-16,Kilombero,funestus,TZ-16_fune_2021,TZ-16_fune_2021,TZ-16_fune_2021,TZ-16_Kilombero_fune_2021,TZ-16_Kilombero_fune_2021,TZ-16_Kilombero_fune_2021
690,VBS81464,TZ_MOR_19,Joel Odero,Tanzania,Sululu,2021,-1,-7.984,36.818,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Morogoro,TZ-16,Kilombero,funestus,TZ-16_fune_2021,TZ-16_fune_2021,TZ-16_fune_2021,TZ-16_Kilombero_fune_2021,TZ-16_Kilombero_fune_2021,TZ-16_Kilombero_fune_2021
691,VBS81466,TZ_KAG_21,Joel Odero,Tanzania,Byeju,2022,-1,-1.08,31.376,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Kagera,TZ-05,Missenyi,funestus,TZ-05_fune_2022,TZ-05_fune_2022,TZ-05_fune_2022,TZ-05_Missenyi_fune_2022,TZ-05_Missenyi_fune_2022,TZ-05_Missenyi_fune_2022
692,VBS81467,TZ_KAG_22,Joel Odero,Tanzania,Byeju,2022,-1,-1.08,31.376,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Kagera,TZ-05,Missenyi,funestus,TZ-05_fune_2022,TZ-05_fune_2022,TZ-05_fune_2022,TZ-05_Missenyi_fune_2022,TZ-05_Missenyi_fune_2022,TZ-05_Missenyi_fune_2022
693,VBS81468,TZ_KAG_23,Joel Odero,Tanzania,Byeju,2022,-1,-1.08,31.376,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Kagera,TZ-05,Missenyi,funestus,TZ-05_fune_2022,TZ-05_fune_2022,TZ-05_fune_2022,TZ-05_Missenyi_fune_2022,TZ-05_Missenyi_fune_2022,TZ-05_Missenyi_fune_2022
694,VBS81469,TZ_KAG_24,Joel Odero,Tanzania,Byeju,2022,-1,-1.08,31.376,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Kagera,TZ-05,Missenyi,funestus,TZ-05_fune_2022,TZ-05_fune_2022,TZ-05_fune_2022,TZ-05_Missenyi_fune_2022,TZ-05_Missenyi_fune_2022,TZ-05_Missenyi_fune_2022
695,VBS81470,TZ_KAG_26,Joel Odero,Tanzania,Byeju,2022,-1,-1.08,31.376,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Kagera,TZ-05,Missenyi,funestus,TZ-05_fune_2022,TZ-05_fune_2022,TZ-05_fune_2022,TZ-05_Missenyi_fune_2022,TZ-05_Missenyi_fune_2022,TZ-05_Missenyi_fune_2022
696,VBS81471,TZ_KAG_29,Joel Odero,Tanzania,Byeju,2022,-1,-1.08,31.376,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Kagera,TZ-05,Missenyi,funestus,TZ-05_fune_2022,TZ-05_fune_2022,TZ-05_fune_2022,TZ-05_Missenyi_fune_2022,TZ-05_Missenyi_fune_2022,TZ-05_Missenyi_fune_2022
697,VBS81472,TZ_MTW_11,Joel Odero,Tanzania,Mahurunga,2022,-1,-10.538,40.279,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Mtwara,TZ-17,Mtwara,funestus,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022
698,VBS81473,TZ_MTW_14,Joel Odero,Tanzania,Mahurunga,2022,-1,-10.538,40.279,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Mtwara,TZ-17,Mtwara,funestus,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022
699,VBS81474,TZ_MTW_15,Joel Odero,Tanzania,Mahurunga,2022,-1,-10.538,40.279,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Mtwara,TZ-17,Mtwara,funestus,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022
700,VBS81475,TZ_MTW_16,Joel Odero,Tanzania,Mahurunga,2022,-1,-10.538,40.279,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Mtwara,TZ-17,Mtwara,funestus,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022
701,VBS81476,TZ_MTW_17,Joel Odero,Tanzania,Mahurunga,2022,-1,-10.538,40.279,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Mtwara,TZ-17,Mtwara,funestus,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022
703,VBS81478,TZ_MTW_19,Joel Odero,Tanzania,Mahurunga,2022,-1,-10.538,40.279,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Mtwara,TZ-17,Mtwara,funestus,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022
704,VBS81479,TZ_MTW_20,Joel Odero,Tanzania,Mahurunga,2022,-1,-10.538,40.279,F,1236-VO-TZ-OKUMU-VMF00248,1.1,-1,TZA,Mtwara,TZ-17,Mtwara,funestus,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022,TZ-17_Mtwara_fune_2022
