Month,Region,District,Village,Latitude,Longitude,Temp,RH ,Insecticide,Class,Concentration (%),Species,Sex,Age,Replicate,N,10mins,15mins,20mins,30mins,40mins,50mins,60mins,Alive,Dead
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,63,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,1,20,0,0,1,16,19,20,20,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,2,20,0,0,0,14,20,20,20,0,20
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,3,20,0,0,0,17,20,20,20,0,20
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,4,20,0,0,1,13,20,20,20,0,20
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,30,57,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,1,20,2,1,3,3,5,9,11,8,12
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,30,57,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,2,20,2,3,3,6,3,4,5,11,9
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,30,57,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,3,20,1,5,4,6,9,11,12,7,13
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,30,57,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,4,20,3,4,2,7,11,9,10,5,15
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,30,57,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,19,1
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,30,57,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,1,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,26,76,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,1,20,3,5,9,13,14,14,14,3,17
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,26,76,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,2,20,7,11,14,17,18,19,19,2,18
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,26,76,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,3,20,5,6,9,11,14,14,17,2,18
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,26,76,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,4,20,4,6,4,11,11,15,15,4,16
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,26,76,control,Pyrethroid,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,26,76,control,Pyrethroid,,An. funestus,female,adult,2,20,0,0,0,0,0,0,1,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,1,20,,,,,,,19,3,17
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,67,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,2,20,,,,,,,19,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,28,63,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,3,20,,,,,,,20,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,control,,,An. funestus,female,adult,1,20,,,,,,,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,29,65,control,,,An. funestus,female,adult,2,20,,,,,,,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,27,72,Permethrin 10x,Pyrethroid,7.5,An. funestus,female,adult,1,20,3,7,11,15,16,16,18,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,27,72,Permethrin 10x,Pyrethroid,7.5,An. funestus,female,adult,2,20,8,15,17,18,19,18,19,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,27,72,Permethrin 10x,Pyrethroid,7.5,An. funestus,female,adult,3,20,9,12,13,17,17,18,17,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,27,72,Permethrin 10x,Pyrethroid,7.5,An. funestus,female,adult,4,20,5,9,12,16,17,18,19,1,19
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,27,72,control,,7.5,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Nov, 2022",Pwani,Bagamoyo,Sengasenga,-6.388377,38.58154,27,72,control,,7.5,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,28,DDT,Organochlorine,4,An. funestus,female,adult,1,20,0,1,4,9,11,16,17,1,19
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,28,DDT,Organochlorine,4,An. funestus,female,adult,2,20,0,1,2,6,9,11,19,2,18
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,28,DDT,Organochlorine,4,An. funestus,female,adult,3,20,1,3,4,6,13,15,18,1,19
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,28,DDT,Organochlorine,4,An. funestus,female,adult,4,20,0,2,2,3,7,16,19,1,19
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,28,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,28,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,26,67,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,1,20,0,0,1,2,2,8,16,10,10
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,26,67,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,2,20,0,0,1,1,6,10,15,12,8
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,26,67,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,3,20,0,1,2,5,11,17,19,8,12
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,26,67,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,4,20,0,0,5,10,14,17,20,4,16
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,26,67,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,26,67,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,38,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,1,20,6,17,20,20,20,20,20,1,19
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,38,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,2,20,7,16,20,20,20,20,20,0,20
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,38,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,3,20,4,17,20,20,20,20,20,0,20
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,38,Pirimiphos-methyl,Organophosphate,2.5,An. funestus,female,adult,4,20,7,11,18,20,20,20,20,0,20
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,38,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,1,20,0
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,38,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,19,1
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,31,35,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,1,20,1,1,1,1,1,2,2,18,2
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,31,35,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,2,20,2,2,2,4,4,5,5,14,6
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,31,35,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,3,20,1,2,2,2,2,2,2,17,3
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,31,35,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,4,20,0,0,0,1,1,2,2,14,6
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,31,35,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,18,2
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,31,35,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,19,1
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,29,59,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,1,20,0,1,2,3,6,9,9,9,11
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,29,59,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,2,20,0,2,3,5,5,6,6,8,12
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,29,59,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,3,20,0,1,3,3,3,4,7,9,11
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,29,59,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,4,20,0,1,2,2,3,4,6,12,8
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,29,59,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,29,59,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,1,1,19,1
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,35,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,1,20,,,,,,,19,1,19
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,35,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,2,20,,,,,,,20,1,19
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,35,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,3,20,,,,,,,20,1,19
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,35,control,,,An. funestus,female,adult,1,20,,,,,,,0,19,1
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,33,35,control,,,An. funestus,female,adult,2,20,,,,,,,0,20,0
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,27,63,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,1,20,0,2,2,2,4,4,7,16,4
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,27,63,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,2,20,0,0,2,4,4,5,10,14,6
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,27,63,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,3,20,0,0,4,7,7,7,10,13,7
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,27,63,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,4,20,0,3,3,4,5,6,9,14,6
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,27,63,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,27,63,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,30,49,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,1,20,3,4,7,8,9,11,13,3,17
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,30,49,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,2,20,3,5,7,9,14,15,15,2,18
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,30,49,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,3,20,3,5,7,7,10,12,14,2,18
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,30,49,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,4,20,2,4,8,11,11,16,17,2,18
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,30,49,control,Pyrethroid,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Dec, 2022",Ruvuma,Tunduru,Nandembo,-10.966647,37.229773,30,49,control,Pyrethroid,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,19,1
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,29,41,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,1,20,0,0,0,1,2,2,4,11,9
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,29,41,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,2,20,0,0,0,1,2,1,4,15,5
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,29,41,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,3,20,0,1,1,2,1,3,6,16,4
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,29,41,Deltamethrin,Pyrethroid,0.05,An. funestus,female,adult,4,20,0,0,0,2,1,3,4,16,4
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,29,41,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,29,41,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,25,67,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,1,20,0,0,1,1,3,4,6,16,4
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,25,67,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,2,20,0,2,3,3,5,7,8,12,8
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,25,67,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,3,20,0,0,1,2,4,6,11,10,10
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,25,67,Permethrin,Pyrethroid,0.75,An. funestus,female,adult,4,20,0,0,1,3,4,5,7,9,11
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,25,67,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,19,1
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,25,67,control,,,An. funestus,female,adult,2,20,0,0,1,1,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,23,72,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,1,20,0,1,2,3,5,7,8,3,17
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,23,72,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,2,20,0,2,3,4,3,4,6,12,8
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,23,72,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,3,20,0,2,2,2,2,3,6,11,9
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,23,72,Deltamethrin 5x,Pyrethroid,0.25,An. funestus,female,adult,4,20,0,2,3,3,4,4,7,11,9
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,23,72,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,23,72,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,27,53,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,1,20,2,5,6,13,14,16,16,1,19
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,27,53,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,2,20,1,8,11,14,17,16,18,1,19
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,27,53,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,3,20,3,8,8,10,11,14,17,1,19
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,27,53,Permethrin 5x,Pyrethroid,3.75,An. funestus,female,adult,4,20,2,6,9,13,15,17,18,2,18
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,27,53,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,27,53,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,64,Deltamethrin 10x,Pyrethroid,0.5,An. funestus,female,adult,1,20,0,1,2,4,8,11,12,3,17
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,64,Deltamethrin 10x,Pyrethroid,0.5,An. funestus,female,adult,2,20,0,1,1,6,8,12,15,4,16
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,64,Deltamethrin 10x,Pyrethroid,0.5,An. funestus,female,adult,3,20,1,2,3,8,12,14,15,3,17
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,64,Deltamethrin 10x,Pyrethroid,0.5,An. funestus,female,adult,4,20,0,3,3,7,9,14,15,4,16
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,64,control,Pyrethroid,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,64,control,Pyrethroid,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,70,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,1,20,,,,,,,,3,17
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,70,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,2,20,,,,,,,,1,19
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,70,Deltamethrin + PBO,Pyrethroid,,An. funestus,female,adult,3,20,,,,,,,,1,19
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,70,control,,,An. funestus,female,adult,1,20,,,,,,,,19,1
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,70,control,,,An. funestus,female,adult,2,20,,,,,,,,19,1
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,70,DDT,Organochlorine,4,An. funestus,female,adult,1,20,1,1,1,5,14,16,15,2,18
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,70,DDT,Organochlorine,4,An. funestus,female,adult,2,20,0,0,0,3,8,14,16,3,17
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,70,DDT,Organochlorine,4,An. funestus,female,adult,3,20,0,1,0,2,8,15,18,1,19
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,70,DDT,Organochlorine,4,An. funestus,female,adult,4,20,1,1,0,3,9,13,17,1,19
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,70,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,24,70,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,26,59,Pirimiphos-methyl,Organophospahate,2.5,An. funestus,female,adult,1,20,0,0,0,0,4,14,19,1,19
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,26,59,Pirimiphos-methyl,Organophospahate,2.5,An. funestus,female,adult,2,20,0,0,0,0,5,11,17,0,20
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,26,59,Pirimiphos-methyl,Organophospahate,2.5,An. funestus,female,adult,3,20,1,0,0,0,5,16,20,0,20
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,26,59,Pirimiphos-methyl,Organophospahate,2.5,An. funestus,female,adult,4,20,0,0,0,2,9,15,17,0,20
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,26,59,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,26,59,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,26,73,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,1,20,0,0,2,9,19,20,20,1,19
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,26,73,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,2,20,0,0,4,14,18,20,20,1,19
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,26,73,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,3,20,0,0,4,16,17,20,20,1,19
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,26,73,Bendiocarb,Carbamate,0.1,An. funestus,female,adult,4,20,0,1,4,17,19,20,20,1,19
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,26,73,control,,,An. funestus,female,adult,1,20,0,0,0,0,0,0,0,20,0
"Mar, 2023",Mwanza,Misungwi,Nyang'omango,-3.04994,32.80001,26,73,control,,,An. funestus,female,adult,2,20,0,0,0,0,0,0,0,20,0
